region,fuel,hour,Power
Bbcountry,Power,5107,2.940185556544687
Bbcountry,Power,5108,2.8290349727178765
Bbcountry,Power,5109,2.7489560290966284
Bbcountry,Power,5110,2.6230527307119456
Bbcountry,Power,5111,2.3991348281681177
Bbcountry,Power,5112,2.2494351992560286
Mvcountry,Power,5088,0.9025351944444516
Mvcountry,Power,5089,0.8708360505940076
Mvcountry,Power,5090,0.8551855136863935
Mvcountry,Power,5091,0.8577834612978626
Mvcountry,Power,5092,0.8783784773918657
Mvcountry,Power,5093,0.9325163423788093
Mvcountry,Power,5094,1.0590615061765782
Mvcountry,Power,5095,1.1804736293146136
Mvcountry,Power,5096,1.2540751459880342
Mvcountry,Power,5097,1.294448082151998
Mvcountry,Power,5098,1.335680016274005
Mvcountry,Power,5099,1.3748587334672369
Mvcountry,Power,5100,1.3631051185308944
Mvcountry,Power,5101,1.3531323540738438
Mvcountry,Power,5102,1.3345067499324774
Mvcountry,Power,5103,1.312989881317226
Mvcountry,Power,5104,1.2757805749684947
Mvcountry,Power,5105,1.2657030540142373
Mvcountry,Power,5106,1.2483345211905366
Mvcountry,Power,5107,1.2192542753644946
Mvcountry,Power,5108,1.173161665924102
Mvcountry,Power,5109,1.1399540358275777
Mvcountry,Power,5110,1.0877436797511335
Mvcountry,Power,5111,0.9948880232775137
Mvcountry,Power,5112,0.9328096581330896
Sncountry,Power,5088,1.6798175816039906
Sncountry,Power,5089,1.6208184650160256
Sncountry,Power,5090,1.591689354903998
Sncountry,Power,5091,1.5965247099136368
Sncountry,Power,5092,1.6348565892033067
Sncountry,Power,5093,1.7356191278780997
Sncountry,Power,5094,1.9711476616382666
Sncountry,Power,5095,2.197122471620808
Sncountry,Power,5096,2.334111170235309
Sncountry,Power,5097,2.409254132423002
Sncountry,Power,5098,2.4859958797676236
Sncountry,Power,5099,2.558916136363703
Sncountry,Power,5100,2.537040059797376
Sncountry,Power,5101,2.518478539786557
Sncountry,Power,5102,2.483812171652379
Sncountry,Power,5103,2.4437645209641294
Sncountry,Power,5104,2.3745097734610563
Sncountry,Power,5105,2.3557532784433035
Sncountry,Power,5106,2.3234265980174196
Sncountry,Power,5107,2.2693018297904914
Sncountry,Power,5108,2.1835132907987935
Sncountry,Power,5109,2.1217065477233836
Sncountry,Power,5110,2.024531529376314
Sncountry,Power,5111,1.8517066187734874
Sncountry,Power,5112,1.736165053360047
Stcountry,Power,5088,2.067345033926287
Stcountry,Power,5089,1.9947350481636057
Stcountry,Power,5090,1.9588859644343533
Stcountry,Power,5091,1.9648368172387998
Stcountry,Power,5092,2.01201171358373
Stcountry,Power,5093,2.1360197822076055
Stcountry,Power,5094,2.4258838424182874
Stcountry,Power,5095,2.7039901715375256
Stcountry,Power,5096,2.87258163580491
Stcountry,Power,5097,2.9650597902274307
Stcountry,Power,5098,3.059505563390633
Stcountry,Power,5099,3.1492482425942807
Stcountry,Power,5100,3.122325439340845
Stcountry,Power,5101,3.099481848086222
Stcountry,Power,5102,3.0568180822158704
Stcountry,Power,5103,3.007531592612808
Stcountry,Power,5104,2.922300041345445
Stcountry,Power,5105,2.899216495100031
Stcountry,Power,5106,2.8594321738894157
Stcountry,Power,5107,2.792821029898705
Stcountry,Power,5108,2.687241405066507
Stcountry,Power,5109,2.6111760841891662
Stcountry,Power,5110,2.491583163028236
Stcountry,Power,5111,2.2788882105606314
Stcountry,Power,5112,2.136691650597576
Thcountry,Power,5088,1.4674960380454012
Thcountry,Power,5089,1.4159541499325594
Thcountry,Power,5090,1.3905068310395334
Thcountry,Power,5091,1.3947310184732735
Thcountry,Power,5092,1.4282179170534826
Thcountry,Power,5093,1.516244514648361
Thcountry,Power,5094,1.7220032791266158
Thcountry,Power,5095,1.9194158684333629
Thcountry,Power,5096,2.0390897989096826
Thcountry,Power,5097,2.1047350216440113
Thcountry,Power,5098,2.1717769501332813
Thcountry,Power,5099,2.235480407472869
Thcountry,Power,5100,2.216369370631353
Thcountry,Power,5101,2.20015394499569
Thcountry,Power,5102,2.169869253105662
Thcountry,Power,5103,2.134883449074539
Thcountry,Power,5104,2.074382196623335
Thcountry,Power,5105,2.057996439962847
Thcountry,Power,5106,2.0297557095599386
Thcountry,Power,5107,1.9824720736443655
Thcountry,Power,5108,1.9075268281256172
Thcountry,Power,5109,1.8535321851471536
Thcountry,Power,5110,1.7686396611118071
Thcountry,Power,5111,1.6176590580018986
Thcountry,Power,5112,1.5167214375539184
