region,hour,Power
Stcity,4,0.5788548823373327
Stcity,5,0.5966881263158699
Stcity,6,0.6359077010194707
Stcity,7,0.7275556555526392
Stcity,8,0.8111752601418108
Stcity,9,0.8338228013326154
Stcity,10,0.836846994270087
Stcity,11,0.8465569576902182
Stcity,12,0.8767310775363097
Stcity,13,0.8785483050487312
Stcity,14,0.8749409718269535
Stcity,15,0.852564658708723
Stcity,16,0.842624151355176
Stcity,17,0.8343652574777634
Stcity,18,0.8631696753421724
Stcity,19,0.8806231997321939
Stcity,20,0.8626136575782118
Stcity,21,0.8082188745811228
Stcity,22,0.77160308908732
Stcity,23,0.7405339167451903
Stcountry,0,2.3578809650652324
Stcountry,1,2.171436947461093
Stcountry,2,2.0695046186902357
Stcountry,3,2.0210339719945947
Stcountry,4,2.04843668269132
Stcountry,5,2.1115445051381405
Stcountry,6,2.2503337214923533
Stcountry,7,2.5746551320699433
Stcountry,8,2.870566025558412
Stcountry,9,2.950710558434566
Stcountry,10,2.96141249416609
Stcountry,11,2.995773861521365
Stcountry,12,3.102553256230932
Stcountry,13,3.108984013940376
Stcountry,14,3.096218476456537
Stcountry,15,3.0170337584669618
Stcountry,16,2.981856548204266
Stcountry,17,2.9526301882077237
Stcountry,18,3.0545625169785806
Stcountry,19,3.116326597568874
Stcountry,20,3.052594895699607
Stcountry,21,2.8601040448176795
Stcountry,22,2.730529050359306
Stcountry,23,2.620582267031687
Thcity,0,0.18244468430776173
Thcity,1,0.1680182902544398
Thcity,2,0.16013111875643352
Thcity,3,0.15638062754606208
Thcity,4,0.15850095464327954
Thcity,5,0.16338401995244872
Thcity,6,0.17412305009783413
Thcity,7,0.19921792055302667
Thcity,8,0.2221144833335985
Thcity,9,0.22831579044630868
Thcity,10,0.22914386926578623
Thcity,11,0.23180263317812932
Thcity,12,0.24006485389537485
Thcity,13,0.24056244371332683
Thcity,14,0.23957469051850283
Thcity,15,0.23344765056625166
Thcity,16,0.230725759547878
Thcity,17,0.22846432476722672
Thcity,18,0.23635149626523297
Thcity,19,0.24113058747119784
Thcity,20,0.2361992485273707
Thcity,21,0.22130497140243788
Thcity,22,0.21127890591889725
Thcity,23,0.20277160361141783
Thcountry,0,1.6737317272310104
Thcountry,1,1.5413852380570616
Thcountry,2,1.4690290100616394
Thcountry,3,1.4346223286320472
Thcountry,4,1.454074025721418
Thcountry,5,1.498870843809638
Thcountry,6,1.597389775957321
Thcountry,7,1.82760794334857
Thcountry,8,2.0376590265894174
Thcountry,9,2.094549280773736
Thcountry,10,2.1021460041206854
Thcountry,11,2.1265372739030313
Thcountry,12,2.20233417094231
Thcountry,13,2.206899016822108
Thcountry,14,2.197837454589569
Thcountry,15,2.141628520900957
Thcountry,16,2.116658128517081
Thcountry,17,2.0959119217651496
Thcountry,18,2.1682681497605714
Thcountry,19,2.212111118434084
Thcountry,20,2.166871442203834
Thcountry,21,2.0302326342672927
Thcountry,22,1.938254378157675
Thcountry,23,1.860209123842923
